android,change,first_platform,ios,last_platform,state,userid,weixin
0,False,weixin,0,weixin,normal,8072,3
0,False,weixin,0,weixin,normal,8077,10
0,False,weixin,0,weixin,new,8079,4
0,False,weixin,0,weixin,new,8084,2
0,False,weixin,0,weixin,new,8085,14
0,False,weixin,0,weixin,normal,8088,4
0,False,weixin,0,None,normal,8089,1
0,False,weixin,0,weixin,normal,8090,20
0,False,weixin,0,weixin,normal,8091,2
0,False,weixin,0,weixin,normal,8092,11
0,False,weixin,0,weixin,normal,8093,10
68,True,android,0,weixin,normal,8094,83
0,False,weixin,0,None,normal,8104,1
0,False,weixin,0,None,new,8105,1
0,True,weixin,5,ios,normal,8108,6
0,False,weixin,0,weixin,new,8109,4
0,False,weixin,0,weixin,new,8110,5
0,False,weixin,0,weixin,normal,8112,20
0,False,weixin,0,None,new,8115,1
0,False,weixin,0,weixin,normal,8119,2
0,False,weixin,0,None,new,8121,1
2,True,weixin,0,weixin,normal,8122,6
0,False,weixin,0,weixin,normal,8125,4
0,False,weixin,0,weixin,new,8126,2
0,False,weixin,0,None,new,8127,1
0,False,weixin,0,weixin,normal,8129,47
0,False,weixin,0,weixin,normal,8130,90
0,False,weixin,0,None,new,8131,1
0,False,weixin,0,None,normal,8136,1
0,False,weixin,0,None,new,8137,1
0,False,weixin,0,weixin,normal,8142,17
0,False,weixin,0,None,new,8143,1
0,False,weixin,0,weixin,normal,8145,20
0,False,weixin,0,None,new,8146,1
0,False,weixin,0,weixin,normal,8149,3
0,False,weixin,0,None,normal,8152,1
0,False,weixin,0,weixin,normal,8153,4
0,False,weixin,0,weixin,new,8154,2
0,False,weixin,0,weixin,normal,8156,8
0,False,weixin,0,None,new,8158,1
0,False,weixin,0,weixin,normal,8163,3
0,False,weixin,0,weixin,normal,8164,7
0,False,weixin,0,None,normal,8166,1
0,False,weixin,0,weixin,normal,8168,8
4,True,weixin,0,android,new,8170,10
0,False,weixin,0,None,new,8171,1
0,False,weixin,0,weixin,new,8172,6
4,True,weixin,0,android,normal,8173,1
0,False,weixin,0,None,new,8174,1
0,False,weixin,0,weixin,normal,8175,5
0,False,weixin,0,weixin,normal,8180,51
2,False,android,0,android,normal,8181,0
0,False,weixin,0,None,normal,8182,1
0,False,weixin,0,None,new,8184,1
0,False,weixin,0,weixin,normal,8189,12
0,False,weixin,0,None,normal,8191,1
0,False,weixin,0,weixin,new,8195,3
0,False,weixin,0,None,normal,8198,1
0,False,weixin,0,weixin,new,8200,3
0,False,weixin,0,weixin,normal,8204,10
0,False,weixin,0,weixin,normal,8208,2
0,False,weixin,0,weixin,normal,8215,15
0,False,weixin,0,weixin,normal,8216,10
0,False,weixin,0,weixin,new,8222,2
0,False,weixin,0,weixin,normal,8223,11
0,False,weixin,0,weixin,normal,8225,12
0,False,weixin,0,weixin,new,8228,2
0,False,weixin,0,None,normal,8230,1
0,False,weixin,0,weixin,normal,8232,28
0,False,weixin,0,weixin,new,8233,7
0,False,weixin,0,weixin,normal,8236,4
0,False,weixin,0,weixin,new,8238,3
0,False,weixin,0,weixin,new,8242,2
0,False,weixin,0,None,new,8243,1
0,False,weixin,0,None,new,8244,1
0,False,weixin,0,weixin,new,8245,3
0,False,weixin,0,None,new,8246,1
0,False,weixin,0,weixin,new,8247,2
2,True,weixin,0,weixin,normal,8248,7
0,False,weixin,0,weixin,normal,8249,22
2,False,android,0,android,new,8251,0
0,False,weixin,0,None,normal,8258,1
0,False,weixin,0,weixin,new,8259,4
0,False,weixin,0,weixin,normal,8260,11
0,False,weixin,0,weixin,normal,8263,10
3,True,weixin,0,weixin,normal,8264,7
0,False,weixin,0,weixin,normal,8266,30
0,False,weixin,0,weixin,new,8267,2
4,True,android,0,weixin,normal,8268,2
0,False,weixin,0,weixin,new,8269,2
0,False,weixin,0,weixin,normal,8270,4
0,False,weixin,0,weixin,normal,8274,14
2,True,android,0,weixin,normal,8275,3
0,False,weixin,0,weixin,normal,8276,15
0,False,weixin,0,weixin,new,8278,4
0,False,weixin,0,None,new,8279,1
0,True,ios,1,weixin,new,8280,3
0,False,weixin,0,None,normal,8281,1
0,False,weixin,0,None,new,8285,1
0,False,weixin,0,weixin,normal,8286,6
0,False,weixin,0,None,new,8288,1
0,False,weixin,0,None,normal,8294,1
0,False,weixin,0,weixin,normal,8299,15
0,False,weixin,0,None,normal,8301,1
0,False,weixin,0,weixin,new,8302,2
0,False,weixin,0,weixin,new,8309,2
0,False,weixin,0,None,normal,8312,1
0,False,weixin,0,weixin,new,8313,5
0,False,weixin,0,weixin,new,8315,7
0,False,weixin,0,weixin,normal,8317,6
0,False,weixin,0,weixin,new,8320,2
0,False,weixin,0,weixin,normal,8322,41
0,False,weixin,0,weixin,new,8325,63
0,False,weixin,0,weixin,normal,8326,3
0,False,weixin,0,weixin,new,8327,2
0,False,weixin,0,None,new,8328,1
0,False,weixin,0,None,new,8329,1
0,False,weixin,0,weixin,normal,8332,3
0,False,weixin,0,weixin,new,8334,2
2,True,ios,5,android,normal,8335,1
0,False,weixin,0,weixin,new,8337,3
0,False,weixin,0,weixin,disabled,8341,2
0,False,weixin,0,weixin,normal,8343,6
0,False,weixin,0,None,new,8347,1
0,False,weixin,0,None,normal,8350,1
0,False,weixin,0,None,normal,8352,1
0,False,weixin,0,weixin,normal,8354,18
0,False,weixin,0,None,disabled,8356,1
0,False,weixin,0,weixin,new,8357,2
0,False,weixin,0,weixin,normal,8358,12
2,True,weixin,0,weixin,normal,8359,4
0,False,weixin,0,weixin,normal,8360,13
0,False,weixin,0,weixin,normal,8361,15
0,False,weixin,0,weixin,new,8362,2
0,False,weixin,0,weixin,normal,8363,10
0,False,weixin,0,weixin,new,8364,3
0,False,weixin,0,weixin,normal,8365,20
0,False,weixin,0,weixin,normal,8367,23
0,False,weixin,0,weixin,normal,8369,7
0,False,weixin,0,None,None,8370,1
0,False,weixin,0,None,new,8372,1
0,False,weixin,0,weixin,normal,8373,2
0,False,weixin,0,weixin,normal,8374,15
0,False,weixin,0,None,new,8375,1
0,False,weixin,0,None,normal,8380,1
0,False,weixin,0,weixin,normal,8381,7
0,False,weixin,0,weixin,normal,8384,4
2,False,android,0,android,normal,8385,0
0,False,weixin,0,weixin,normal,8386,2
0,False,weixin,0,weixin,normal,8387,8
0,False,weixin,0,None,new,8388,1
0,False,weixin,0,None,new,8389,1
0,False,weixin,0,None,new,8396,1
0,False,weixin,0,weixin,normal,8399,52
0,False,weixin,0,weixin,normal,8401,17
0,False,weixin,0,weixin,new,8403,2
0,False,weixin,0,None,new,8405,1
9,False,android,0,android,new,8406,0
0,False,weixin,0,None,normal,8408,1
0,False,weixin,0,weixin,new,8410,2
0,False,weixin,0,weixin,normal,8411,55
0,False,weixin,0,weixin,disabled,8412,9
0,False,weixin,0,weixin,new,8415,2
0,False,weixin,0,weixin,normal,8416,4
4,True,weixin,0,android,new,8418,5
0,False,weixin,0,weixin,normal,8421,4
0,False,weixin,0,weixin,new,8422,2
0,True,ios,2,weixin,normal,8424,9
0,False,weixin,0,None,new,8428,1
0,False,weixin,0,None,new,8432,1
0,False,weixin,0,weixin,new,8433,2
0,False,weixin,0,None,new,8434,1
6,True,android,0,weixin,normal,8435,1
2,True,android,0,weixin,normal,8438,4
2,False,android,0,android,new,8439,0
0,False,weixin,0,weixin,new,8440,9
0,False,weixin,0,weixin,new,8443,2
0,False,weixin,0,weixin,normal,8444,19
0,False,weixin,0,weixin,normal,8447,4
0,False,weixin,0,weixin,normal,8448,3
0,False,weixin,0,weixin,normal,8452,2
0,False,weixin,0,weixin,new,8454,3
0,False,weixin,0,weixin,normal,8455,15
0,False,weixin,0,None,new,8458,1
0,False,weixin,0,None,new,8460,1
0,False,weixin,0,weixin,new,8462,6
0,False,weixin,0,None,normal,8465,1
0,False,weixin,0,weixin,new,8466,6
4,False,android,0,android,normal,8468,0
0,False,weixin,0,weixin,normal,8469,3
0,False,weixin,0,weixin,normal,8472,2
0,False,weixin,0,weixin,normal,8475,2
2,True,weixin,0,weixin,normal,8476,12
0,False,weixin,0,None,new,8478,1
0,False,weixin,0,weixin,normal,8480,8
0,False,weixin,0,None,new,8481,1
0,False,weixin,0,weixin,normal,8482,7
0,False,weixin,0,None,normal,8483,1
0,False,weixin,0,weixin,new,8484,3
0,False,weixin,0,weixin,normal,8485,10
0,False,weixin,0,weixin,new,8486,2
0,True,ios,2,weixin,normal,8489,5
0,True,ios,2,ios,normal,8490,3
0,False,weixin,0,weixin,normal,8491,51
0,False,weixin,0,None,normal,8492,1
0,False,weixin,0,None,new,8497,1
0,False,weixin,0,weixin,normal,8500,5
0,False,weixin,0,None,normal,8505,1
0,False,weixin,0,weixin,normal,8506,5
0,False,weixin,0,weixin,normal,8508,2
0,False,weixin,0,None,normal,8509,1
2,True,android,0,weixin,normal,8512,3
0,False,weixin,0,None,new,8513,1
0,False,weixin,0,weixin,normal,8520,15
0,False,weixin,0,weixin,normal,8528,31
0,False,weixin,0,weixin,new,8534,16
0,False,weixin,0,weixin,normal,8535,3
0,False,weixin,0,weixin,new,8536,10
0,False,weixin,0,weixin,normal,8537,29
0,False,weixin,0,weixin,new,8539,2
0,False,weixin,0,weixin,auditting,8542,14
0,False,weixin,0,None,new,8543,1
0,False,weixin,0,weixin,normal,8544,6
0,False,weixin,0,weixin,normal,8549,10
0,False,weixin,0,None,normal,8550,1
0,False,weixin,0,weixin,new,8552,6
0,False,weixin,0,weixin,normal,8553,3
0,False,weixin,0,weixin,normal,8554,2
2,True,weixin,0,weixin,normal,8555,4
0,False,weixin,0,weixin,normal,8556,32
0,False,weixin,0,weixin,normal,8558,4
0,False,weixin,0,weixin,normal,8560,16
0,False,weixin,0,weixin,new,8561,2
0,False,weixin,0,None,new,8564,1
0,False,weixin,0,weixin,normal,8565,2
0,False,weixin,0,weixin,normal,8566,13
4,True,weixin,0,weixin,normal,8568,21
0,False,weixin,0,weixin,normal,8573,2
0,False,weixin,0,weixin,normal,8575,27
0,False,weixin,0,weixin,new,8577,2
0,False,weixin,0,weixin,normal,8578,14
0,False,weixin,0,weixin,normal,8586,5
0,False,weixin,0,None,normal,8589,1
0,False,weixin,0,weixin,new,8593,4
0,False,weixin,0,weixin,new,8594,3
0,False,weixin,0,weixin,normal,8595,3
0,False,weixin,0,None,normal,8596,1
0,False,weixin,0,weixin,normal,8601,3
0,False,weixin,0,weixin,normal,8602,4
0,False,weixin,0,weixin,normal,8603,5
0,False,weixin,0,None,normal,8604,1
0,False,weixin,0,weixin,new,8605,13
4,True,weixin,0,android,normal,8607,5
0,False,weixin,0,None,new,8610,1
0,False,weixin,0,None,new,8611,1
2,True,weixin,0,weixin,normal,8614,11
0,False,weixin,0,weixin,normal,8619,13
0,False,weixin,0,weixin,new,8621,5
0,False,weixin,0,weixin,normal,8622,157
0,False,weixin,0,weixin,new,8626,2
0,False,weixin,0,weixin,normal,8628,7
0,False,weixin,0,weixin,new,8638,4
0,False,weixin,0,weixin,normal,8640,2
0,False,weixin,0,weixin,normal,8641,7
0,False,weixin,0,weixin,normal,8649,6
0,False,weixin,0,None,new,8650,1
0,False,weixin,0,weixin,normal,8651,5
0,False,weixin,0,weixin,normal,8654,18
15,True,ios,14,weixin,normal,8663,20
0,False,weixin,0,weixin,normal,8665,3
0,False,weixin,0,weixin,new,8666,5
0,False,weixin,0,None,normal,8667,1
0,False,weixin,0,weixin,normal,8670,15
0,False,weixin,0,None,new,8676,1
2,False,android,0,android,normal,8677,0
0,False,weixin,0,weixin,normal,8678,3
0,False,weixin,0,None,new,8680,1
0,False,weixin,0,weixin,normal,8681,5
0,False,weixin,0,None,new,8683,1
0,False,weixin,0,None,new,8684,1
0,False,weixin,0,weixin,new,8685,2
0,False,weixin,0,None,normal,8686,1
0,False,weixin,0,weixin,normal,8687,3
0,False,weixin,0,None,normal,8689,1
0,False,weixin,0,None,normal,8694,1
0,False,weixin,0,weixin,new,8695,2
0,False,weixin,0,weixin,new,8697,4
0,False,weixin,0,weixin,normal,8699,12
0,False,weixin,0,None,new,8706,1
0,False,weixin,0,weixin,new,8707,2
0,False,weixin,0,weixin,new,8708,2
0,False,weixin,0,weixin,normal,8709,3
0,False,weixin,0,weixin,new,8710,5
0,False,weixin,0,weixin,new,8711,3
0,False,weixin,0,weixin,normal,8712,5
0,False,weixin,0,weixin,new,8714,3
0,False,weixin,0,weixin,normal,8715,49
0,False,weixin,0,weixin,normal,8716,18
0,False,weixin,0,weixin,new,8717,2
0,False,weixin,0,weixin,normal,8718,9
0,False,weixin,0,weixin,new,8719,9
0,False,weixin,0,weixin,normal,8722,3
0,False,weixin,0,weixin,normal,8723,2
8,True,weixin,0,weixin,normal,8724,306
0,False,weixin,0,None,new,8727,1
0,False,weixin,0,weixin,new,8729,6
0,False,weixin,0,weixin,new,8730,5
0,False,weixin,0,None,new,8733,1
0,False,weixin,0,weixin,normal,8734,13
7,True,weixin,0,android,normal,8737,8
0,False,weixin,0,weixin,normal,8738,5
0,False,weixin,0,weixin,normal,8739,3
0,False,weixin,0,None,normal,8740,1
0,False,weixin,0,None,new,8741,1
0,False,weixin,0,weixin,normal,8742,3
0,False,weixin,0,None,new,8743,1
0,False,weixin,0,weixin,normal,8744,2
0,False,weixin,0,weixin,new,8745,13
0,False,weixin,0,None,normal,8746,1
0,False,weixin,0,weixin,normal,8749,11
0,False,weixin,0,weixin,normal,8751,28
0,False,weixin,0,weixin,new,8753,2
4,False,android,0,android,normal,8755,0
0,False,weixin,0,weixin,new,8758,12
0,False,weixin,0,weixin,normal,8760,6
0,False,weixin,0,weixin,new,8762,2
0,False,weixin,0,None,new,8764,1
0,False,weixin,0,weixin,normal,8765,2
0,False,weixin,0,weixin,new,8771,3
0,False,weixin,0,weixin,normal,8773,5
0,False,weixin,0,weixin,normal,8774,2
0,False,weixin,0,weixin,new,8775,2
2,False,android,0,android,new,8776,0
0,False,weixin,0,weixin,normal,8777,7
0,False,weixin,0,weixin,normal,8787,4
0,False,weixin,0,weixin,new,8789,6
0,False,weixin,0,weixin,new,8792,2
0,False,weixin,0,None,normal,8794,1
0,False,weixin,0,weixin,normal,8795,73
0,False,weixin,0,weixin,new,8797,4
0,True,ios,5,ios,normal,8803,6
0,False,weixin,0,weixin,new,8804,88
0,False,weixin,0,None,new,8807,1
0,False,weixin,0,weixin,normal,8808,23
0,False,weixin,0,None,normal,8810,1
0,False,weixin,0,weixin,normal,8811,5
0,False,weixin,0,weixin,normal,8813,5
0,False,weixin,0,None,new,8815,1
0,False,weixin,0,weixin,new,8817,8
0,False,weixin,0,weixin,normal,8818,5
0,False,weixin,0,weixin,normal,8822,6
0,False,weixin,0,weixin,normal,8823,11
0,False,weixin,0,None,new,8826,1
0,False,weixin,0,weixin,normal,8828,4
0,False,weixin,0,None,new,8834,1
0,False,weixin,0,None,new,8835,1
0,False,weixin,0,weixin,normal,8836,11
4,True,android,0,android,normal,8839,1
0,False,weixin,0,weixin,new,8840,7
0,False,weixin,0,weixin,normal,8841,3
0,False,weixin,0,weixin,new,8842,3
0,False,weixin,0,weixin,new,8843,3
0,False,weixin,0,None,normal,8844,1
0,False,weixin,0,weixin,new,8848,2
0,False,weixin,0,weixin,normal,8851,5
0,False,weixin,0,weixin,new,8856,7
0,False,weixin,0,weixin,normal,8859,3
0,False,weixin,0,weixin,normal,8860,9
0,True,weixin,8,ios,normal,8861,2
0,False,weixin,0,weixin,new,8863,2
0,False,weixin,0,weixin,new,8868,4
0,False,weixin,0,weixin,new,8870,3
0,False,weixin,0,None,new,8872,1
0,False,weixin,0,None,new,8873,1
0,False,weixin,0,weixin,normal,8874,3
0,False,weixin,0,weixin,normal,8876,98
2,False,android,0,android,new,8879,0
0,False,weixin,0,weixin,new,8885,2
0,False,weixin,0,weixin,normal,8889,2
0,False,weixin,0,weixin,normal,8892,2
0,False,weixin,0,weixin,new,8894,5
2,True,android,0,weixin,normal,8898,1
0,False,weixin,0,weixin,normal,8899,3
0,False,weixin,0,weixin,new,8902,2
0,False,weixin,0,weixin,new,8903,2
0,False,weixin,0,None,normal,8904,1
0,False,weixin,0,weixin,new,8907,9
0,False,weixin,0,weixin,new,8909,5
0,False,weixin,0,None,new,8910,1
0,False,weixin,0,weixin,normal,8911,12
0,False,weixin,0,None,new,8913,1
0,False,weixin,0,None,normal,8915,1
0,False,weixin,0,weixin,normal,8916,19
0,False,weixin,0,weixin,normal,8917,24
0,False,weixin,0,weixin,normal,8918,9
0,False,weixin,0,weixin,normal,8924,3
0,False,weixin,0,None,new,8925,1
0,False,weixin,0,weixin,normal,8926,8
0,False,weixin,0,weixin,normal,8927,24
0,False,weixin,0,weixin,new,8929,3
0,False,weixin,0,weixin,normal,8930,2
0,False,weixin,0,weixin,normal,8931,42
0,False,weixin,0,weixin,normal,8932,13
0,False,weixin,0,weixin,normal,8933,24
0,False,weixin,0,weixin,normal,8935,6
0,False,weixin,0,weixin,normal,8936,16
0,False,weixin,0,weixin,normal,8940,4
0,False,weixin,0,weixin,normal,8941,2
0,False,weixin,0,None,normal,8943,1
2,True,weixin,0,weixin,normal,8944,4
0,False,weixin,0,weixin,new,8947,3
0,False,weixin,0,None,new,8951,1
0,False,weixin,0,weixin,normal,8952,22
0,True,weixin,3,weixin,normal,8954,10
0,False,weixin,0,weixin,new,8955,11
0,False,weixin,0,None,normal,8958,1
0,False,weixin,0,weixin,new,8963,8
0,False,weixin,0,None,normal,8964,1
0,False,weixin,0,weixin,new,8965,2
0,False,weixin,0,weixin,new,8968,2
0,True,ios,1,weixin,new,8971,3
0,False,weixin,0,weixin,normal,8975,3
0,False,weixin,0,weixin,normal,8977,3
0,False,weixin,0,weixin,new,8979,2
0,False,weixin,0,weixin,normal,8980,11
0,False,weixin,0,weixin,new,8981,27
0,False,weixin,0,None,normal,8982,1
0,False,weixin,0,weixin,normal,8986,35
0,False,weixin,0,weixin,new,8987,5
0,False,weixin,0,weixin,normal,8988,6
4,True,android,0,weixin,normal,8995,2
0,False,weixin,0,None,new,8996,1
0,False,weixin,0,None,normal,8997,1
0,False,weixin,0,weixin,normal,9000,5
0,False,weixin,0,None,new,9002,1
0,False,weixin,0,None,normal,9003,1
2,True,weixin,0,weixin,normal,9005,15
0,False,weixin,0,None,normal,9007,1
0,False,weixin,0,None,new,9008,1
0,False,weixin,0,None,new,9009,1
0,False,weixin,0,weixin,normal,9010,3
2,True,weixin,0,weixin,normal,9017,10
0,False,weixin,0,weixin,new,9019,3
0,False,weixin,0,weixin,normal,9021,4
0,False,weixin,0,weixin,new,9023,32
0,False,weixin,0,weixin,new,9033,2
0,False,weixin,0,weixin,normal,9038,8
0,False,weixin,0,weixin,normal,9039,10
0,False,weixin,0,weixin,normal,9040,2
0,False,weixin,0,weixin,new,9041,2
0,True,ios,2,weixin,normal,9042,4
0,False,weixin,0,weixin,normal,9043,2
0,False,weixin,0,None,normal,9044,1
0,False,weixin,0,weixin,normal,9046,15
0,False,weixin,0,weixin,normal,9049,7
0,False,weixin,0,None,new,9056,1
0,False,weixin,0,None,new,9057,1
0,False,weixin,0,weixin,normal,9061,17
0,False,weixin,0,weixin,normal,9062,3
0,False,weixin,0,None,normal,9064,1
0,False,weixin,0,weixin,normal,9068,17
0,False,weixin,0,weixin,normal,9069,2
0,False,weixin,0,weixin,normal,9074,12
0,False,weixin,0,weixin,normal,9075,5
0,False,weixin,0,None,normal,9077,1
0,False,weixin,0,weixin,new,9081,2
0,False,weixin,0,None,new,9084,1
0,False,weixin,0,weixin,normal,9085,48
0,False,weixin,0,weixin,normal,9088,42
0,False,weixin,0,None,normal,9089,1
0,False,weixin,0,weixin,new,9093,13
0,False,weixin,0,weixin,normal,9094,2
0,False,weixin,0,weixin,normal,9095,9
0,False,weixin,0,None,None,9098,1
0,False,weixin,0,None,new,9099,1
0,False,weixin,0,weixin,normal,9100,5
0,True,ios,1,weixin,normal,9101,3
0,False,weixin,0,weixin,new,9102,2
0,True,weixin,1,ios,normal,9104,2
0,False,weixin,0,weixin,normal,9106,3
0,False,weixin,0,None,normal,9115,1
0,False,weixin,0,None,normal,9116,1
0,False,weixin,0,weixin,normal,9119,39
0,False,weixin,0,weixin,new,9124,2
7,True,weixin,0,weixin,normal,9125,11
0,True,ios,6,weixin,normal,9126,1
0,False,weixin,0,weixin,new,9127,9
0,False,weixin,0,weixin,normal,9131,8
0,False,weixin,0,None,new,9133,1
0,False,weixin,0,weixin,normal,9134,8
0,False,weixin,0,None,new,9137,1
0,False,weixin,0,weixin,normal,9139,3
0,False,weixin,0,weixin,new,9140,2
0,False,weixin,0,weixin,normal,9141,3
0,True,ios,2,weixin,normal,9142,1
0,False,weixin,0,weixin,normal,9146,29
0,False,weixin,0,weixin,new,9149,4
0,False,weixin,0,None,new,9150,1
0,False,weixin,0,weixin,normal,9152,2
0,False,weixin,0,None,new,9155,1
0,False,weixin,0,weixin,normal,9156,25
0,False,weixin,0,None,new,9158,1
0,False,weixin,0,weixin,new,9163,5
0,False,weixin,0,weixin,new,9164,2
3,True,weixin,0,android,new,9166,8
0,False,weixin,0,weixin,normal,9169,18
0,False,weixin,0,None,new,9173,1
0,False,weixin,0,weixin,new,9174,5
0,False,weixin,0,weixin,new,9175,5
0,False,weixin,0,weixin,normal,9176,5
0,False,weixin,0,None,new,9177,1
0,False,weixin,0,weixin,normal,9178,10
0,False,weixin,0,weixin,normal,9179,2
0,False,weixin,0,weixin,normal,9180,8
2,True,weixin,0,weixin,normal,9181,4
0,False,weixin,0,weixin,normal,9184,18
0,False,weixin,0,None,new,9186,1
0,False,weixin,0,None,normal,9193,1
0,False,weixin,0,None,normal,9197,1
0,False,weixin,0,weixin,normal,9198,21
0,False,weixin,0,weixin,normal,9199,7
0,False,weixin,0,weixin,normal,9201,10
0,False,weixin,0,weixin,normal,9202,3
0,False,weixin,0,None,new,9203,1
0,False,weixin,0,weixin,normal,9204,21
0,False,weixin,0,weixin,normal,9205,10
0,False,weixin,0,None,new,9206,1
0,False,weixin,0,weixin,normal,9207,11
0,False,weixin,0,weixin,normal,9208,10
0,False,weixin,0,weixin,new,9209,2
0,False,weixin,0,weixin,disabled,9210,14
0,False,weixin,0,None,new,9211,1
0,False,weixin,0,weixin,normal,9212,6
0,False,weixin,0,None,new,9213,1
0,False,weixin,0,weixin,normal,9214,2
0,False,weixin,0,weixin,new,9216,7
0,False,weixin,0,None,normal,9217,1
0,False,weixin,0,weixin,new,9219,2
0,False,weixin,0,weixin,auditting,9221,2
0,False,weixin,0,weixin,normal,9223,4
0,False,weixin,0,None,normal,9224,1
0,False,weixin,0,weixin,new,9225,6
0,False,weixin,0,weixin,normal,9226,33
0,False,weixin,0,None,normal,9227,1
0,False,weixin,0,weixin,normal,9228,3
0,False,weixin,0,weixin,normal,9230,4
0,False,weixin,0,None,normal,9233,1
0,False,weixin,0,weixin,new,9234,24
0,False,weixin,0,weixin,normal,9235,5
0,False,weixin,0,weixin,normal,9236,2
0,False,weixin,0,None,new,9237,1
0,False,weixin,0,weixin,normal,9238,4
0,False,weixin,0,weixin,normal,9239,14
0,False,weixin,0,None,new,9241,1
0,False,weixin,0,weixin,normal,9244,7
0,False,weixin,0,None,new,9245,1
2,True,weixin,0,weixin,normal,9248,50
0,False,weixin,0,None,normal,9250,1
0,False,weixin,0,weixin,normal,9252,9
0,False,weixin,0,None,new,9253,1
0,False,weixin,0,weixin,new,9256,2
0,False,weixin,0,weixin,new,9258,2
0,False,weixin,0,None,new,9259,1
0,False,weixin,0,weixin,normal,9260,3
0,False,weixin,0,None,new,9262,1
0,False,weixin,0,None,normal,9263,1
0,False,weixin,0,None,new,9265,1
0,False,weixin,0,weixin,normal,9267,9
0,False,weixin,0,None,new,9268,1
0,False,weixin,0,weixin,normal,9270,5
0,False,weixin,0,weixin,normal,9271,3
0,False,weixin,0,weixin,normal,9272,5
2,True,weixin,0,android,normal,9273,20
0,False,weixin,0,None,new,9275,1
6,True,android,0,weixin,normal,9276,3
0,False,weixin,0,weixin,new,9278,2
0,False,weixin,0,weixin,normal,9280,3
4,True,android,0,android,normal,9281,2
0,False,weixin,0,weixin,new,9282,8
0,False,weixin,0,weixin,new,9283,5
0,False,weixin,0,weixin,new,9285,13
0,False,weixin,0,weixin,normal,9286,2
0,False,weixin,0,weixin,normal,9289,11
0,False,weixin,0,weixin,normal,9291,2
0,False,weixin,0,weixin,new,9293,4
0,False,weixin,0,weixin,normal,9295,45
0,False,weixin,0,weixin,new,9298,2
0,False,weixin,0,weixin,new,9301,4
0,False,weixin,0,weixin,normal,9305,5
0,False,weixin,0,weixin,normal,9306,4
0,False,weixin,0,weixin,normal,9308,3
0,False,weixin,0,None,normal,9310,1
0,False,weixin,0,weixin,normal,9311,8
0,False,weixin,0,weixin,normal,9312,3
0,False,weixin,0,weixin,new,9313,17
0,False,weixin,0,weixin,new,9314,4
0,False,weixin,0,weixin,normal,9315,8
0,False,weixin,0,weixin,normal,9316,23
0,False,weixin,0,weixin,new,9319,2
0,False,weixin,0,weixin,normal,9321,7
0,False,weixin,0,weixin,new,9322,3
0,False,weixin,0,None,new,9324,1
0,False,weixin,0,None,new,9325,1
0,False,weixin,0,None,new,9330,1
0,False,weixin,0,weixin,normal,9331,4
0,False,weixin,0,weixin,new,9332,7
0,False,weixin,0,None,new,9334,1
0,False,weixin,0,weixin,new,9335,2
0,False,weixin,0,weixin,normal,9336,26
0,False,weixin,0,None,new,9337,1
0,False,weixin,0,weixin,new,9338,2
0,False,weixin,0,None,normal,9340,1
0,False,weixin,0,None,normal,9342,1
0,False,weixin,0,weixin,normal,9343,3
0,False,weixin,0,weixin,normal,9345,3
0,False,weixin,0,weixin,new,9346,11
0,False,weixin,0,weixin,normal,9347,12
0,False,weixin,0,weixin,normal,9348,8
0,False,weixin,0,weixin,new,9350,3
0,False,weixin,0,None,normal,9352,1
2,True,android,0,weixin,normal,9354,4
0,False,weixin,0,None,new,9355,1
0,False,weixin,0,weixin,normal,9356,5
0,False,weixin,0,weixin,new,9359,3
0,False,weixin,0,weixin,normal,9360,9
0,False,weixin,0,None,new,9361,1
0,False,weixin,0,None,new,9364,1
0,False,weixin,0,weixin,normal,9365,3
1,False,android,0,None,new,9366,0
0,False,weixin,0,None,normal,9368,1
