android,change,first_platform,ios,last_platform,state,userid,weixin
0,False,weixin,0,weixin,new,9369,9
0,False,weixin,0,weixin,normal,9370,9
0,False,weixin,0,None,new,9371,1
0,False,weixin,0,weixin,normal,9372,32
0,False,weixin,0,weixin,normal,9374,31
0,False,weixin,0,weixin,normal,9376,6
2,False,android,0,android,normal,9377,0
0,False,weixin,0,weixin,new,9378,11
0,False,weixin,0,weixin,normal,9380,92
0,False,weixin,0,weixin,normal,9381,4
0,False,weixin,0,weixin,new,9382,2
2,True,android,0,weixin,normal,9384,6
0,False,weixin,0,weixin,normal,9385,8
0,False,weixin,0,weixin,normal,9389,42
4,True,weixin,0,weixin,normal,9393,15
0,False,weixin,0,None,new,9397,1
0,False,weixin,0,weixin,new,9400,3
0,False,weixin,0,weixin,new,9401,8
0,False,weixin,0,weixin,new,9404,2
0,False,weixin,0,weixin,normal,9407,4
0,False,weixin,0,weixin,new,9410,6
0,False,weixin,0,weixin,normal,9414,3
0,False,weixin,0,weixin,normal,9415,18
0,False,weixin,0,weixin,new,9416,7
0,False,weixin,0,weixin,normal,9418,4
0,False,weixin,0,weixin,new,9419,3
0,False,weixin,0,weixin,normal,9421,26
0,False,weixin,0,weixin,new,9422,2
0,False,weixin,0,weixin,normal,9424,14
0,False,weixin,0,weixin,normal,9425,2
0,False,weixin,0,weixin,new,9426,5
0,False,weixin,0,weixin,normal,9427,14
0,False,weixin,0,weixin,normal,9428,17
0,False,weixin,0,weixin,normal,9430,5
0,False,weixin,0,weixin,new,9431,3
0,False,weixin,0,weixin,normal,9432,23
0,False,weixin,0,weixin,new,9435,3
0,False,weixin,0,weixin,normal,9438,2
0,False,weixin,0,weixin,normal,9439,20
0,False,weixin,0,weixin,normal,9440,5
0,False,ios,4,ios,normal,9441,0
0,False,weixin,0,None,new,9442,1
0,False,ios,1,None,new,9444,0
0,False,weixin,0,None,new,9446,1
0,False,ios,3,ios,new,9448,0
0,False,weixin,0,weixin,new,9449,2
0,False,weixin,0,None,new,9454,1
1,True,weixin,0,weixin,normal,9455,4
7,False,android,0,android,normal,9456,0
0,False,weixin,0,weixin,normal,9458,10
0,False,weixin,0,weixin,new,9459,4
0,False,weixin,0,weixin,new,9461,2
0,False,weixin,0,None,new,9463,1
0,False,ios,3,ios,new,9466,0
0,False,weixin,0,None,new,9468,1
0,False,weixin,0,None,new,9469,1
0,False,weixin,0,None,normal,9470,1
0,False,weixin,0,weixin,normal,9472,18
0,False,weixin,0,weixin,normal,9473,42
0,False,weixin,0,weixin,normal,9481,2
0,False,ios,8,ios,new,9490,0
0,False,weixin,0,None,normal,9499,1
0,False,weixin,0,weixin,normal,9511,267
0,False,ios,2,ios,new,9517,0
0,False,weixin,0,weixin,normal,9518,106
4,True,weixin,0,android,normal,9519,5
0,False,weixin,0,weixin,normal,9520,147
0,False,weixin,0,weixin,normal,9521,28
2,True,weixin,0,android,new,9523,1
4,True,weixin,0,weixin,normal,9524,3
0,True,ios,1,weixin,normal,9526,19
0,False,weixin,0,weixin,normal,9527,4
0,False,weixin,0,weixin,normal,9528,25
0,False,weixin,0,weixin,normal,9529,8
0,False,weixin,0,None,new,9530,1
2,True,weixin,0,android,normal,9532,3
0,False,ios,1,None,new,9534,0
0,False,weixin,0,weixin,normal,9535,6
0,False,weixin,0,weixin,normal,9537,3
0,True,ios,5,weixin,normal,9538,1
0,False,weixin,0,None,None,9545,1
0,False,weixin,0,weixin,normal,9551,6
0,True,weixin,1,weixin,normal,9557,11
0,False,weixin,0,weixin,new,9567,8
0,False,ios,1,None,new,9593,0
0,False,weixin,0,weixin,new,9599,2
0,False,weixin,0,weixin,normal,9605,5
8,True,weixin,0,android,new,9606,6
0,False,ios,1,None,new,9607,0
0,False,ios,1,None,new,9608,0
0,False,weixin,0,weixin,normal,9609,10
0,False,weixin,0,weixin,new,9610,8
0,False,weixin,0,weixin,normal,9614,2
0,False,weixin,0,None,normal,9616,1
2,True,weixin,0,android,normal,9622,6
0,False,weixin,0,weixin,normal,9624,2
0,False,weixin,0,weixin,normal,9628,3
0,False,weixin,0,None,new,9630,1
5,True,android,0,weixin,new,9631,3
0,False,weixin,0,weixin,normal,9639,5
8,True,android,0,weixin,normal,9647,42
26,False,android,0,android,new,9650,0
0,False,ios,2,ios,new,9651,0
0,False,ios,1,None,new,9652,0
0,False,ios,1,None,new,9661,0
0,False,weixin,0,None,new,9662,1
6,True,weixin,0,weixin,normal,9664,28
0,False,weixin,0,weixin,new,9667,14
0,False,weixin,0,None,new,9670,1
0,False,weixin,0,weixin,normal,9671,2
6,True,android,0,weixin,normal,9673,6
0,True,ios,1,weixin,normal,9678,12
4,True,android,12,android,normal,9680,0
0,False,ios,1,None,new,9682,0
0,False,ios,1,None,new,9687,0
2,False,android,0,android,new,9690,0
0,False,weixin,0,None,new,9692,1
0,False,ios,3,ios,new,9696,0
2,False,android,0,android,new,9697,0
0,False,weixin,0,weixin,normal,9700,11
2,False,android,0,android,normal,9701,0
0,False,weixin,0,None,disabled,9706,1
0,False,weixin,0,weixin,normal,9707,2
0,False,ios,1,None,new,9709,0
0,False,weixin,0,weixin,new,9710,9
0,True,weixin,2,weixin,normal,9711,61
0,False,ios,3,ios,normal,9716,0
4,True,android,0,weixin,normal,9718,9
0,False,weixin,0,weixin,normal,9722,3
0,False,weixin,0,weixin,normal,9723,13
0,False,ios,1,None,new,9724,0
0,False,weixin,0,weixin,new,9725,4
0,False,weixin,0,weixin,normal,9728,5
0,False,weixin,0,weixin,normal,9730,6
0,False,weixin,0,weixin,normal,9731,33
0,False,weixin,0,weixin,normal,9734,84
3,False,android,0,android,new,9738,0
0,False,weixin,0,weixin,normal,9739,2
2,False,android,0,android,new,9742,0
2,False,android,0,android,normal,9748,0
0,False,weixin,0,weixin,normal,9752,2
1,True,weixin,0,weixin,normal,9754,18
0,False,ios,1,None,new,9755,0
0,False,ios,1,None,new,9756,0
4,True,weixin,0,weixin,new,9759,2
0,False,ios,1,None,new,9761,0
1,False,android,0,None,normal,9764,0
2,False,android,0,android,normal,9766,0
2,True,weixin,0,weixin,normal,9767,4
0,False,weixin,0,weixin,normal,9774,19
0,False,weixin,0,None,normal,9775,1
0,False,weixin,0,weixin,normal,9778,24
0,False,weixin,0,weixin,normal,9779,8
19,False,android,0,android,new,9780,0
0,False,weixin,0,None,new,9782,1
1,False,android,0,None,new,9790,0
0,False,weixin,0,weixin,normal,9791,29
0,False,ios,1,None,new,9793,0
0,False,ios,5,ios,new,9796,0
0,False,weixin,0,weixin,normal,9797,3
0,False,weixin,0,None,new,9800,1
0,False,weixin,0,weixin,normal,9801,8
2,False,android,0,android,new,9802,0
0,False,ios,2,ios,new,9803,0
0,False,weixin,0,weixin,normal,9805,48
2,False,android,0,android,new,9806,0
0,False,weixin,0,weixin,normal,9808,4
0,False,weixin,0,weixin,normal,9811,2
0,False,weixin,0,weixin,normal,9814,5
2,False,android,0,android,new,9820,0
2,False,android,0,android,new,9830,0
0,False,weixin,0,weixin,normal,9831,8
0,False,weixin,0,None,new,9833,1
0,False,weixin,0,weixin,normal,9835,2
0,False,weixin,0,None,normal,9836,1
0,False,weixin,0,weixin,normal,9839,2
0,False,weixin,0,weixin,normal,9845,43
0,False,weixin,0,weixin,normal,9846,7
0,False,weixin,0,None,new,9847,1
0,False,weixin,0,None,new,9848,1
0,False,weixin,0,weixin,normal,9850,10
0,False,ios,4,ios,normal,9852,0
0,False,weixin,0,weixin,normal,9855,9
0,False,ios,3,ios,normal,9857,0
4,False,android,0,android,normal,9859,0
0,False,weixin,0,weixin,normal,9860,4
0,False,weixin,0,weixin,normal,9865,4
0,False,weixin,0,weixin,normal,9866,3
0,False,weixin,0,weixin,normal,9869,31
4,True,android,0,weixin,normal,9870,2
0,False,weixin,0,weixin,normal,9873,4
0,False,ios,1,None,new,9874,0
0,True,weixin,1,weixin,normal,9876,8
0,False,weixin,0,weixin,new,9883,3
0,True,ios,1,weixin,new,9884,3
0,False,weixin,0,weixin,normal,9885,10
1,False,android,0,None,new,9887,0
0,False,weixin,0,weixin,normal,9889,13
5,False,android,0,android,new,9890,0
2,False,android,0,android,normal,9891,0
0,False,weixin,0,weixin,normal,9897,93
0,False,weixin,0,weixin,normal,9898,27
10,True,android,0,weixin,normal,9900,2
0,False,weixin,0,weixin,normal,9901,4
0,False,weixin,0,weixin,new,9902,2
2,False,android,0,android,normal,9903,0
0,False,weixin,0,weixin,new,9904,2
0,False,weixin,0,weixin,normal,9905,6
0,False,weixin,0,weixin,new,9906,2
0,False,weixin,0,weixin,normal,9907,5
5,False,android,0,android,new,9910,0
0,False,ios,1,None,new,9914,0
0,False,weixin,0,None,new,9916,1
0,False,weixin,0,weixin,normal,9918,9
0,False,weixin,0,weixin,new,9919,4
2,True,android,0,weixin,new,9921,1
0,True,weixin,3,ios,normal,9928,10
9,True,weixin,0,weixin,normal,9929,9
4,True,weixin,0,weixin,new,9932,5
2,True,android,0,weixin,normal,9933,5
0,False,weixin,0,weixin,normal,9935,2
0,False,weixin,0,weixin,normal,9937,3
0,False,weixin,0,weixin,normal,9938,23
0,False,weixin,0,weixin,normal,9939,63
0,False,weixin,0,weixin,normal,9941,6
0,False,weixin,0,weixin,normal,9946,8
0,False,weixin,0,weixin,new,9949,5
0,False,weixin,0,weixin,normal,9951,2
0,False,weixin,0,weixin,normal,9955,10
0,False,weixin,0,weixin,new,9956,8
0,False,weixin,0,weixin,new,9957,2
0,False,weixin,0,weixin,normal,9958,4
0,False,weixin,0,weixin,normal,9959,21
4,True,android,1,android,normal,9963,0
6,True,weixin,0,android,new,9969,5
0,False,weixin,0,weixin,normal,9970,13
0,False,weixin,0,weixin,new,9974,2
13,True,weixin,0,android,normal,9975,2
2,False,android,0,android,new,9976,0
0,True,ios,4,weixin,normal,9977,4
0,False,weixin,0,weixin,new,9978,4
0,False,weixin,0,weixin,new,9983,4
0,False,weixin,0,weixin,normal,9984,5
0,False,weixin,0,None,new,9987,1
0,False,weixin,0,weixin,new,9988,2
0,False,weixin,0,weixin,normal,9989,4
0,False,weixin,0,weixin,new,9990,2
0,False,weixin,0,weixin,new,9992,2
0,False,weixin,0,weixin,new,9993,2
0,False,weixin,0,weixin,normal,9994,25
0,False,weixin,0,weixin,normal,10004,4
19,True,weixin,0,android,normal,10005,34
13,True,android,0,android,normal,10006,18
0,False,weixin,0,weixin,normal,10007,3
0,False,weixin,0,weixin,normal,10011,84
16,False,android,0,android,new,10016,0
0,False,weixin,0,weixin,auditting,10020,16
4,False,android,0,android,new,10022,0
0,False,weixin,0,weixin,normal,10031,61
0,False,weixin,0,weixin,normal,10034,9
0,False,weixin,0,weixin,normal,10037,4
0,False,weixin,0,weixin,normal,10038,8
0,False,weixin,0,weixin,new,10039,27
0,False,weixin,0,weixin,normal,10041,5
0,False,weixin,0,None,new,10042,1
0,False,weixin,0,weixin,normal,10044,3
2,True,weixin,0,weixin,normal,10045,9
0,False,weixin,0,None,new,10046,1
0,False,weixin,0,None,normal,10048,1
0,False,weixin,0,weixin,normal,10049,113
0,False,weixin,0,None,new,10050,1
0,False,weixin,0,weixin,new,10051,3
0,False,weixin,0,None,new,10054,1
0,False,weixin,0,weixin,normal,10056,63
0,False,weixin,0,weixin,new,10059,4
0,False,weixin,0,weixin,new,10060,3
0,False,weixin,0,weixin,normal,10062,10
0,False,weixin,0,weixin,normal,10065,4
0,False,weixin,0,None,new,10066,1
37,False,android,0,android,new,10068,0
0,False,weixin,0,None,normal,10069,1
2,False,android,0,android,normal,10070,0
4,False,android,0,android,normal,10071,0
18,False,android,0,android,normal,10074,0
0,False,weixin,0,weixin,new,10079,4
0,False,weixin,0,weixin,new,10080,16
0,False,weixin,0,weixin,new,10081,3
0,False,weixin,0,None,normal,10084,1
2,False,android,0,android,normal,10085,0
0,False,weixin,0,weixin,new,10087,2
0,False,weixin,0,None,new,10088,1
0,False,weixin,0,weixin,normal,10089,8
0,False,weixin,0,weixin,new,10090,2
0,False,weixin,0,weixin,new,10092,7
2,False,android,0,android,new,10099,0
0,False,weixin,0,weixin,normal,10101,32
0,False,weixin,0,weixin,normal,10103,4
0,False,weixin,0,weixin,new,10105,3
0,False,weixin,0,weixin,normal,10107,23
0,False,weixin,0,weixin,normal,10108,47
0,False,weixin,0,weixin,normal,10109,11
0,False,ios,2,ios,normal,10110,0
0,False,weixin,0,None,normal,10114,1
4,False,android,0,android,normal,10116,0
0,True,weixin,1,ios,new,10117,1
0,False,weixin,0,weixin,normal,10118,36
4,False,android,0,android,new,10120,0
0,False,weixin,0,weixin,normal,10121,5
0,False,weixin,0,None,new,10122,1
0,False,weixin,0,weixin,normal,10123,27
0,False,weixin,0,weixin,normal,10124,15
0,False,weixin,0,weixin,normal,10128,49
0,False,weixin,0,weixin,normal,10130,14
0,False,weixin,0,weixin,new,10133,3
0,False,weixin,0,weixin,new,10134,3
0,False,weixin,0,weixin,normal,10138,11
0,False,weixin,0,weixin,normal,10140,3
0,False,weixin,0,None,new,10141,1
0,False,weixin,0,weixin,new,10143,3
0,False,weixin,0,weixin,new,10148,2
0,False,weixin,0,weixin,normal,10150,6
0,False,weixin,0,None,new,10153,1
0,False,weixin,0,weixin,normal,10158,6
0,False,weixin,0,None,new,10163,1
3,False,android,0,android,normal,10165,0
0,False,weixin,0,weixin,normal,10166,3
0,False,weixin,0,weixin,normal,10168,3
0,False,weixin,0,None,new,10169,1
2,False,android,0,android,new,10170,0
0,False,weixin,0,weixin,new,10171,2
0,False,weixin,0,weixin,normal,10173,23
0,False,weixin,0,None,new,10182,1
0,False,weixin,0,weixin,normal,10183,4
0,False,weixin,0,weixin,new,10185,8
0,False,weixin,0,weixin,new,10186,4
0,False,weixin,0,None,new,10189,1
0,False,weixin,0,None,new,10191,1
0,False,weixin,0,weixin,normal,10193,26
0,False,weixin,0,weixin,normal,10194,6
0,False,weixin,0,weixin,normal,10196,14
0,False,weixin,0,weixin,new,10199,3
0,False,weixin,0,None,None,10200,1
0,False,weixin,0,weixin,normal,10203,9
0,False,weixin,0,None,new,10204,1
0,False,weixin,0,weixin,new,10205,8
0,False,weixin,0,weixin,new,10206,5
0,False,weixin,0,None,new,10207,1
0,False,weixin,0,weixin,new,10208,3
0,False,weixin,0,weixin,normal,10211,18
6,True,android,0,weixin,normal,10212,5
0,False,weixin,0,weixin,new,10213,5
2,False,android,0,android,new,10214,0
5,False,android,0,android,new,10227,0
4,False,android,0,android,new,10229,0
0,False,weixin,0,weixin,new,10232,2
0,False,weixin,0,weixin,normal,10233,3
0,False,weixin,0,weixin,new,10235,6
0,False,weixin,0,weixin,normal,10236,4
0,False,weixin,0,weixin,new,10242,7
0,False,weixin,0,weixin,new,10243,5
2,True,weixin,0,weixin,normal,10246,10
0,False,weixin,0,weixin,new,10248,5
0,False,weixin,0,weixin,normal,10250,4
0,False,weixin,0,weixin,new,10251,9
0,False,weixin,0,weixin,new,10252,4
0,False,weixin,0,weixin,normal,10253,23
0,False,weixin,0,weixin,normal,10255,16
2,True,weixin,0,weixin,normal,10257,3
0,False,weixin,0,weixin,new,10258,3
0,False,weixin,0,weixin,new,10259,6
0,False,weixin,0,weixin,normal,10260,7
0,False,weixin,0,weixin,new,10263,3
0,False,weixin,0,weixin,normal,10264,2
2,False,android,0,android,new,10267,0
0,False,weixin,0,weixin,normal,10268,17
0,False,weixin,0,weixin,new,10273,2
0,False,weixin,0,None,new,10276,1
0,False,weixin,0,weixin,new,10277,2
0,False,weixin,0,weixin,new,10278,2
0,False,weixin,0,weixin,normal,10279,6
0,False,weixin,0,weixin,normal,10282,4
0,False,weixin,0,weixin,new,10284,2
2,True,weixin,0,weixin,new,10290,4
0,False,ios,1,None,new,10291,0
0,False,weixin,0,weixin,normal,10303,60
0,False,weixin,0,weixin,normal,10305,4
0,False,weixin,0,weixin,new,10306,4
0,False,weixin,0,weixin,new,10308,8
0,False,weixin,0,weixin,normal,10312,4
0,False,weixin,0,weixin,new,10313,12
0,False,weixin,0,weixin,normal,10316,10
0,False,weixin,0,None,new,10318,1
0,False,weixin,0,weixin,normal,10319,8
0,False,weixin,0,None,new,10322,1
0,False,weixin,0,None,new,10324,1
2,True,weixin,0,weixin,normal,10325,3
0,False,weixin,0,weixin,normal,10326,4
0,False,weixin,0,weixin,new,10327,6
0,False,weixin,0,weixin,normal,10328,3
0,False,weixin,0,None,new,10330,1
0,False,weixin,0,weixin,normal,10331,10
0,False,weixin,0,weixin,normal,10333,14
0,False,weixin,0,weixin,new,10334,5
0,False,weixin,0,weixin,new,10337,5
0,False,weixin,0,weixin,new,10339,6
0,False,ios,2,ios,normal,10340,0
0,False,weixin,0,weixin,new,10342,4
0,False,ios,2,ios,normal,10344,0
0,False,weixin,0,weixin,normal,10348,5
2,False,android,0,android,normal,10351,0
0,False,weixin,0,weixin,normal,10355,10
0,False,ios,2,ios,new,10356,0
0,False,weixin,0,weixin,normal,10358,10
0,False,weixin,0,weixin,new,10359,5
0,False,weixin,0,weixin,normal,10360,4
0,False,weixin,0,None,new,10362,1
0,False,weixin,0,weixin,normal,10363,46
0,False,weixin,0,weixin,new,10364,6
0,False,weixin,0,weixin,new,10367,9
0,False,weixin,0,weixin,new,10369,3
0,False,weixin,0,weixin,new,10370,27
0,False,ios,3,ios,new,10372,0
2,False,android,0,android,new,10373,0
0,False,weixin,0,weixin,new,10374,3
0,False,weixin,0,weixin,new,10375,2
12,True,weixin,0,weixin,normal,10376,32
0,False,weixin,0,weixin,new,10377,4
0,False,weixin,0,None,new,10378,1
0,False,weixin,0,weixin,new,10380,2
0,False,weixin,0,weixin,normal,10381,13
0,False,weixin,0,weixin,new,10384,11
0,False,weixin,0,weixin,new,10386,7
0,False,weixin,0,weixin,new,10387,3
0,False,weixin,0,weixin,normal,10388,3
0,False,weixin,0,weixin,normal,10390,5
4,True,android,0,weixin,normal,10393,1
0,False,weixin,0,weixin,new,10394,7
0,False,weixin,0,None,normal,10395,1
2,False,android,0,android,normal,10396,0
1,False,android,0,None,new,10397,0
0,False,ios,4,ios,new,10398,0
0,False,weixin,0,weixin,new,10399,2
22,True,weixin,32,ios,normal,10400,18
0,False,weixin,0,weixin,normal,10402,8
0,False,weixin,0,weixin,normal,10405,3
2,True,weixin,0,weixin,normal,10406,12
2,True,android,0,weixin,normal,10407,10
0,False,weixin,0,weixin,normal,10408,33
2,False,android,0,android,normal,10414,0
0,False,ios,2,ios,new,10416,0
2,False,android,0,android,new,10417,0
0,False,weixin,0,weixin,new,10419,8
0,False,weixin,0,weixin,new,10420,5
0,False,weixin,0,weixin,new,10423,8
7,False,android,0,android,new,10425,0
0,False,weixin,0,None,new,10429,1
0,False,weixin,0,weixin,new,10430,2
8,True,android,0,weixin,normal,10432,3
0,False,weixin,0,None,new,10434,1
0,False,weixin,0,weixin,new,10435,4
0,False,weixin,0,None,new,10437,1
0,False,weixin,0,weixin,new,10438,17
0,False,weixin,0,None,new,10440,1
0,False,weixin,0,weixin,new,10441,2
3,False,android,0,android,new,10443,0
0,False,weixin,0,weixin,normal,10444,4
2,True,weixin,0,weixin,normal,10449,4
0,False,weixin,0,None,normal,10450,1
0,False,weixin,0,weixin,new,10451,6
0,False,weixin,0,weixin,normal,10452,7
0,False,weixin,0,weixin,normal,10453,9
0,False,weixin,0,weixin,normal,10454,6
2,False,android,0,android,new,10462,0
0,False,weixin,0,weixin,normal,10465,2
0,False,weixin,0,weixin,normal,10466,4
0,False,weixin,0,None,normal,10468,1
0,False,weixin,0,weixin,new,10471,4
2,True,weixin,0,android,new,10472,2
0,False,weixin,0,None,new,10475,1
2,False,android,0,android,normal,10476,0
0,False,weixin,0,weixin,normal,10479,6
0,False,weixin,0,None,normal,10486,1
0,False,weixin,0,weixin,new,10487,6
0,False,weixin,0,weixin,new,10488,2
0,False,weixin,0,weixin,new,10490,6
0,False,weixin,0,weixin,normal,10493,12
0,False,weixin,0,None,new,10497,1
0,False,weixin,0,weixin,new,10500,5
0,False,weixin,0,weixin,normal,10501,19
0,False,weixin,0,weixin,normal,10503,7
0,False,weixin,0,weixin,normal,10504,2
0,False,weixin,0,weixin,new,10505,12
0,False,weixin,0,None,None,10506,1
0,False,weixin,0,weixin,normal,10508,6
0,False,weixin,0,None,new,10509,1
0,False,weixin,0,weixin,normal,10510,3
0,False,ios,2,ios,new,10513,0
0,False,weixin,0,weixin,normal,10515,25
0,False,weixin,0,weixin,normal,10517,29
0,False,weixin,0,weixin,normal,10522,9
0,False,weixin,0,weixin,normal,10524,3
0,False,weixin,0,weixin,new,10528,4
0,False,weixin,0,weixin,new,10533,2
0,False,weixin,0,weixin,new,10541,2
0,False,weixin,0,weixin,new,10542,3
0,False,weixin,0,weixin,new,10544,2
0,False,weixin,0,weixin,normal,10545,5
0,True,weixin,31,ios,normal,10546,8
0,False,weixin,0,None,new,10548,1
0,False,weixin,0,weixin,normal,10549,8
0,False,weixin,0,weixin,normal,10550,3
0,False,weixin,0,weixin,normal,10551,34
0,False,weixin,0,None,new,10552,1
2,True,weixin,0,weixin,normal,10554,19
0,False,ios,1,None,new,10557,0
0,True,weixin,26,ios,normal,10559,5
2,False,android,0,android,normal,10567,0
0,False,weixin,0,weixin,normal,10568,23
0,False,weixin,0,None,new,10571,1
0,False,weixin,0,weixin,normal,10572,9
0,False,weixin,0,None,new,10573,1
0,False,weixin,0,weixin,normal,10574,8
0,False,weixin,0,weixin,normal,10575,26
0,False,ios,7,ios,new,10576,0
12,True,android,0,weixin,normal,10578,41
0,False,weixin,0,weixin,new,10583,3
0,False,weixin,0,None,new,10584,1
0,False,weixin,0,weixin,normal,10585,42
0,False,weixin,0,weixin,new,10587,3
0,False,weixin,0,None,new,10588,1
0,False,weixin,0,weixin,new,10591,5
0,False,weixin,0,weixin,new,10593,2
0,False,weixin,0,weixin,normal,10595,48
0,False,ios,1,None,new,10596,0
0,False,weixin,0,weixin,new,10597,3
0,False,ios,3,ios,new,10598,0
0,False,weixin,0,weixin,normal,10601,26
0,True,weixin,1,weixin,normal,10603,15
0,False,weixin,0,weixin,normal,10604,2
2,True,weixin,0,weixin,normal,10612,7
0,False,weixin,0,None,new,10614,1
0,False,weixin,0,weixin,normal,10616,20
0,False,weixin,0,weixin,normal,10617,48
4,False,android,0,android,normal,10618,0
10,True,weixin,0,android,normal,10619,2
0,False,ios,13,ios,normal,10622,0
0,False,weixin,0,weixin,normal,10623,15
0,False,weixin,0,weixin,normal,10628,9
0,False,weixin,0,None,new,10634,1
20,False,android,0,android,new,10635,0
2,True,android,0,weixin,normal,10636,153
0,False,weixin,0,weixin,normal,10640,2
0,False,weixin,0,None,new,10641,1
0,False,weixin,0,weixin,new,10642,2
0,False,weixin,0,weixin,normal,10643,3
0,False,weixin,0,weixin,normal,10644,9
0,False,weixin,0,weixin,new,10645,2
0,False,weixin,0,weixin,normal,10646,2
0,False,ios,1,None,new,10649,0
6,False,android,0,android,normal,10652,0
0,False,weixin,0,weixin,new,10653,2
3,False,android,0,android,new,10655,0
0,False,weixin,0,weixin,new,10656,4
0,False,weixin,0,None,None,10657,1
0,False,weixin,0,None,new,10658,1
17,False,android,0,android,normal,10663,0
0,False,weixin,0,weixin,normal,10664,3
0,False,weixin,0,weixin,normal,10666,30
0,False,weixin,0,None,None,10675,1
0,False,weixin,0,weixin,new,10678,10
0,False,weixin,0,None,new,10680,1
0,False,weixin,0,None,new,10682,1
0,False,weixin,0,weixin,new,10684,5
0,False,weixin,0,weixin,normal,10686,4
0,False,weixin,0,weixin,new,10694,6
0,False,weixin,0,weixin,normal,10697,4
0,False,weixin,0,None,None,10699,1
3,True,weixin,0,weixin,normal,10702,17
0,False,weixin,0,weixin,new,10704,2
0,False,weixin,0,weixin,normal,10708,4
0,False,weixin,0,weixin,new,10709,3
0,False,weixin,0,weixin,new,10714,5
3,False,android,0,android,normal,10719,0
0,False,weixin,0,None,new,10721,1
6,False,android,0,android,new,10722,0
0,False,weixin,0,None,new,10726,1
0,False,weixin,0,weixin,new,10734,7
0,False,weixin,0,weixin,normal,10735,27
0,False,weixin,0,weixin,new,10738,10
0,False,weixin,0,None,new,10739,1
0,True,weixin,9,weixin,normal,10741,5
0,False,weixin,0,weixin,new,10742,6
0,False,weixin,0,weixin,new,10747,6
4,True,weixin,0,weixin,new,10749,14
0,False,ios,4,ios,new,10750,0
6,False,android,0,android,new,10751,0
0,False,weixin,0,weixin,new,10757,28
0,True,weixin,1,weixin,normal,10758,10
8,True,weixin,0,weixin,normal,10764,10
0,False,weixin,0,weixin,normal,10765,43
0,False,weixin,0,weixin,normal,10768,20
0,False,weixin,0,weixin,normal,10772,10
0,False,ios,1,None,new,10778,0
0,False,weixin,0,weixin,new,10779,2
1,False,android,0,None,new,10781,0
0,False,weixin,0,weixin,normal,10786,4
0,False,weixin,0,weixin,new,10788,4
0,False,weixin,0,weixin,normal,10789,4
0,False,weixin,0,weixin,new,10790,2
2,True,android,0,weixin,new,10793,1
0,False,weixin,0,None,None,10799,1
2,True,weixin,0,android,normal,10802,4
0,False,weixin,0,weixin,normal,10804,13
1,False,android,0,None,new,10809,0
0,False,ios,2,ios,new,10810,0
10,True,weixin,0,android,normal,10816,3
1,False,android,0,None,new,10826,0
0,False,weixin,0,weixin,new,10828,4
0,False,weixin,0,weixin,normal,10829,23
0,False,ios,5,ios,new,10831,0
0,False,weixin,0,weixin,normal,10838,32
0,False,ios,5,ios,normal,10841,0
0,False,weixin,0,None,None,10842,1
0,False,weixin,0,weixin,new,10844,3
